PartitionKey,FileType,Category,CodeUnit,CodeUnitId,FileName,LineNumber,LinesOfCode,EWI Count,FDM Count,PRF Count,HighestEWISeverity,UDFsUsed,EWI,FDM,PRF,ConversionStatus,LoCConversionPercentage
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[ContactType],input_mssql_tables.sql,672,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,670,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[BusinessEntityContact],input_mssql_tables.sql,663,7,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,85.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[BusinessEntityAddress],input_mssql_tables.sql,655,7,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,85.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,653,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[BusinessEntity],input_mssql_tables.sql,648,5,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,80%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,646,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[BillOfMaterials],input_mssql_tables.sql,629,17,4,3,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,64.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,627,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[AWBuildVersion],input_mssql_tables.sql,621,6,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,619,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[AddressType],input_mssql_tables.sql,613,6,1,3,0,Low,N/A,SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,83.33%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,611,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[Address],input_mssql_tables.sql,600,11,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,90.91%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,598,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_tables.sql,597,1,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_tables.sql,593,4,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,75%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Payments,input_mssql_tables.sql,583,9,2,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,77.78%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Returns,input_mssql_tables.sql,572,10,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,90%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Shipments,input_mssql_tables.sql,562,9,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,88.89%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,OrderDetails,input_mssql_tables.sql,552,9,0,1,0,N/A,N/A,N/A,SSC-FDM-TS0014,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Orders,input_mssql_tables.sql,543,8,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,87.5%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Customers,input_mssql_tables.sql,530,12,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Inventory,input_mssql_tables.sql,521,8,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Warehouses,input_mssql_tables.sql,511,9,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Products,input_mssql_tables.sql,500,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,Suppliers,input_mssql_tables.sql,487,12,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,485,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,DML,EXECUTE,N/A,input_mssql_tables.sql,484,1,0,0,0,N/A,SP_ADDEXTENDEDPROPERTY_UDP,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,482,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,SET,N/A,input_mssql_tables.sql,481,1,1,0,0,Low,N/A,SSC-EWI-0040,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,479,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[sysdiagrams],input_mssql_tables.sql,471,7,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,468,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[ProspectiveBuyer],input_mssql_tables.sql,442,26,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,440,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[NewFactCurrencyRate],input_mssql_tables.sql,432,8,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,430,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactSurveyResponse],input_mssql_tables.sql,420,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,418,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactSalesQuota],input_mssql_tables.sql,409,9,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,407,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactResellerSales],input_mssql_tables.sql,378,29,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,376,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactProductInventory],input_mssql_tables.sql,367,9,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,365,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactInternetSalesReason],input_mssql_tables.sql,360,5,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,358,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactInternetSales],input_mssql_tables.sql,330,28,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,328,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[dbo].[FactFinance],input_mssql_tables.sql,318,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,316,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
